max_number;door_length;wall_length;area;nb_door;nb_wall;cooling;heating
536;1677;3901;12000;18;36;186547;1404
350;712;2892;13000;17;45;272466;2025
576;897;3700;10980;12;37;126168;973
489;358;2161;8000;8;27;78053;634
472;693;3126;15000;15;47;515201;3689
1003;300;1550;2000;3;8;20810;201
426;795;3647;16000;18;65;770436;5412
613;317;2077;5000;5;16;44658;385
385;431;1743;9000;11;31;93287;745
460;168;1372;4000;4;13;38448;344
523;185;2159;8000;5;28;76041;624
478;436;2169;9000;9;35;97057;771
1070;273;3923;8000;3;23;76703;625
622;397;2404;6000;8;22;52952;447
498;529;3048;11000;12;41;133803;1035
452;422;2290;8000;8;27;78561;634
417;822;3044;11980;15;36;172553;1294
247;374;1778;12000;13;39;200029;1490
540;815;2908;11000;15;34;138363;1074
551;1251;3922;14000;18;47;405756;2930
570;987;4270;17000;16;55;1141404;8052
396;596;2442;13000;13;39;321279;2348
622;991;4190;16000;13;49;782832;5510
450;581;2495;10000;12;34;116397;905
235;51;403;2000;2;7;19263;188
754;1536;5486;12000;16;37;183861;1393
549;329;2215;9000;9;36;96036;766
620;996;4717;18000;19;62;1587912;10975
391;205;1498;6000;6;23;51822;441
494;973;3496;15000;18;58;519837;3725
1012;1472;5951;10000;12;35;111494;872
646;715;4054;13000;11;45;294865;2163
355;639;2437;14000;17;44;417892;3023
311;176;1112;6000;6;24;53564;448
450;704;3325;13000;14;50;335769;2434
463;555;2728;13000;12;41;297021;2184
420;377;2463;10000;8;39;109449;862
1588;1618;6378;5000;6;16;44507;383
989;1326;5601;9000;10;29;93340;749
540;354;2340;10000;8;31;112328;880
1177;819;4436;10000;9;34;112071;873
1242;900;5361;10000;8;36;108402;846
443;443;2128;11000;9;39;135303;1043
327;211;1287;8000;7;28;77725;624
475;320;2569;9000;7;31;95265;753
562;795;3598;16000;16;54;746060;5256
613;688;3468;8000;10;33;78405;629
425;446;1888;9000;9;26;95244;757
471;270;2411;6000;5;22;52614;446
617;757;3724;12000;12;40;207229;1554
521;476;2112;7000;9;24;64698;537
623;528;2926;9000;8;26;94171;755
815;415;3368;7000;6;28;64967;543
1242;900;5361;9000;8;36;91657;734
315;0;2369;19000;0;59;1524232;10496
371;570;2375;15000;16;45;510321;3652
515;478;2143;6000;7;20;54523;460
1168;2359;8512;9000;11;30;96194;765
605;518;2456;9000;9;33;94156;752
402;281;1770;8000;8;27;76436;625
448;555;3301;14000;11;56;433579;3121
316;264;1181;9980;8;32;103875;815
393;326;1645;10000;9;32;114650;896
374;181;1381;5000;5;18;44098;382
412;590;2174;9000;11;30;92871;740
534;404;2388;6000;10;21;53712;457
493;647;3547;13000;15;47;326300;2378
493;299;2202;13000;8;39;290728;2130
358;350;1956;13000;16;48;307579;2247
1188;1471;8850;13000;12;45;313571;2296
617;486;3074;8000;9;33;76696;617
185;41;272;1000;2;4;14453;145
236;71;855;10000;6;27;115600;915
290;323;1066;4000;9;17;36793;328
689;948;4291;15000;16;45;514953;3700
413;285;1725;8000;8;29;76263;622
296;574;1928;10000;12;36;114865;896
390;514;2700;8000;10;29;80075;641
400;488;1973;11000;15;39;135946;1050
411;394;2109;11000;10;37;135146;1044
587;781;3009;8000;9;31;76933;622
1165;1782;5007;6000;11;23;54351;456
383;277;1679;8000;6;25;76649;625
400;488;1973;11000;15;39;135946;1050
321;241;1254;5000;6;21;45113;389
362;608;1911;8000;13;29;77287;626
514;465;2515;9000;11;28;95026;756
514;514;2382;10000;9;35;114490;889
446;478;2621;8000;8;32;78208;628
373;569;2409;12000;12;42;189214;1415
419;519;2842;14000;14;55;420687;3036
417;298;1706;10000;9;32;113037;882
236;65;847;4000;2;15;36656;332
619;1354;4627;15000;20;51;513852;3690
980;1166;5988;18000;15;55;1553940;10717
451;233;1626;6000;5;20;50328;431
768;1186;6092;18000;16;56;1580559;10932
400;332;1555;10000;9;31;115696;905
395;694;2783;10000;14;33;116167;904
471;485;2126;11000;13;37;138539;1067
491;502;2452;8000;9;30;80080;641
553;365;1843;3000;4;10;26381;250
365;476;2180;9000;10;27;93104;740
1630;2722;7629;5000;9;21;44199;382
243;375;1592;9000;11;34;93548;750
419;266;1466;8000;8;28;76977;625
935;601;3411;6000;7;25;53706;450
371;457;1774;6000;9;23;50604;435
608;700;3538;16000;16;54;748255;5269
403;232;1557;8000;6;24;77377;629
367;740;2492;9000;14;32;93812;746
458;223;1075;4000;5;17;36400;319
207;132;778;7000;7;22;64387;532
483;415;2676;8000;7;26;76107;618
494;534;2491;7000;9;26;64225;533
406;415;1698;10980;10;39;126436;981
621;334;2196;8000;7;26;76414;624
372;501;2130;9000;12;34;92699;738
399;545;3135;13000;14;42;340356;2473
942;1367;7398;15000;13;55;523133;3755
469;526;2467;9000;10;31;93885;751
468;327;1933;10000;10;34;114292;896
586;1048;3363;9000;10;34;94201;748
472;626;2571;8000;10;28;78907;633
468;628;2623;6000;8;20;54351;463
623;446;2443;10000;9;35;112573;879
420;477;2343;9000;8;30;95800;756
468;344;2096;12980;7;37;232900;1726
554;539;3153;12000;11;39;196691;1476
491;502;2452;8000;9;30;80080;641
477;290;2014;7000;6;24;66221;545
628;531;3140;10000;8;38;114850;897
359;265;1352;6000;7;29;53648;462
937;832;5357;12000;9;39;197618;1483
373;382;2020;11000;12;39;133448;1041
458;728;3207;16000;16;53;730626;5138
983;1782;6662;10000;11;33;110221;867
1892;2329;8252;14000;9;33;417477;3006
91;61;363;5000;7;16;44070;381
450;339;1857;4000;5;17;36579;319
728;1035;3457;7000;11;24;65431;547
400;352;1938;7000;6;23;65087;535
372;648;2653;11000;13;38;140773;1088
954;489;4850;8000;8;29;80271;642
628;677;3375;5000;7;23;44939;389
399;252;1330;7000;8;23;64487;533
471;615;3430;17000;14;55;1123465;7907
1789;1436;11593;13000;7;43;291599;2151
777;1023;4451;6000;7;23;52903;446
586;740;2526;8000;10;24;79554;653
414;510;1837;7000;12;23;64308;536
435;486;2506;9000;8;31;95588;756
371;283;1800;9000;9;30;95971;763
433;547;2202;7000;9;24;64112;531
250;290;1130;9000;9;30;92650;734
426;677;2264;8000;14;29;79458;640
472;338;1901;6000;6;29;52032;445
459;730;3086;17000;17;56;1147404;8091
1890;1216;5915;4000;5;14;37656;334
1898;1159;9147;8000;6;30;76169;616
248;104;572;2000;2;7;19536;192
398;445;2019;8000;10;25;80942;655
623;42;2070;2000;1;7;20114;194
166;114;622;7980;6;22;70323;573
387;228;1520;8000;8;29;78620;636
366;372;1999;14000;9;48;428270;3090
388;769;3577;15000;18;55;523542;3748
511;743;4136;17000;13;55;1129808;7959
592;1220;3917;13000;18;48;266047;1969
1863;1405;7661;5000;6;20;44898;389
986;1347;5889;9000;11;40;92135;741
534;502;2617;7000;9;25;64099;531
980;1540;6235;11000;15;37;137362;1061
1350;1055;5438;9000;7;31;91560;732
355;245;1331;2000;2;12;20817;207
544;677;3626;11000;11;35;142165;1110
390;1059;2758;10000;14;32;116407;905
935;601;3411;6000;7;25;53706;450
346;312;1197;6000;8;23;55196;471
309;273;1155;9980;8;33;103855;815
1395;991;4967;7000;8;30;64454;554
886;2397;7001;17000;24;48;1082581;7594
347;150;1672;7000;3;30;63349;523
365;291;870;3000;5;11;26719;255
834;944;3155;4000;6;18;36720;321
587;689;2639;8000;10;30;79123;636
515;602;3250;13000;14;47;333068;2424
306;40;341;2000;2;8;19992;192
421;426;2053;12000;11;42;191073;1437
371;227;1434;7000;6;23;63921;531
788;661;4466;14000;11;43;422097;3039
401;361;1703;8000;7;26;76317;620
380;759;2293;11000;15;32;144107;1137
582;430;2413;7000;7;25;64402;534
321;434;2497;20000;15;50;1509063;10360
578;255;2926;8000;6;37;75360;615
455;555;2839;15000;14;53;519239;3714
277;49;338;1000;1;4;14798;148
340;349;1757;10000;11;36;112044;881
333;203;1189;5000;5;17;44621;384
1169;1914;7566;9000;11;35;95420;761
492;443;2670;13000;11;45;334061;2443
629;461;2921;8000;8;30;76315;611
264;0;882;1000;0;4;15606;160
814;1514;6482;15000;21;59;521094;3751
464;670;3290;13000;15;50;336238;2433
296;251;1346;9000;7;27;93624;744
632;334;2492;8000;5;28;76099;615
446;501;1999;7000;9;25;64597;532
632;771;3509;10000;11;35;115202;898
913;892;3633;7000;7;22;64564;537
413;296;2334;8000;7;29;75724;619
458;588;2715;13000;12;50;334698;2435
417;430;2849;13000;11;53;321793;2350
421;519;2414;13000;13;47;320549;2327
659;1172;3255;9000;12;30;95513;759
500;679;3447;13000;13;48;318427;2321
266;425;1536;12000;17;36;192982;1436
525;310;2261;5000;4;17;44519;389
338;583;2055;14000;19;46;429190;3096
492;489;2489;10000;8;33;114228;895
607;486;2568;4000;4;16;38216;336
436;690;2634;14000;13;38;404610;2945
417;260;1424;6000;7;22;54028;459
372;256;1307;7000;7;24;64917;537
627;466;2292;5000;6;18;45758;394
293;332;1326;6000;8;20;54208;459
364;241;1589;7000;6;25;63575;526
491;731;2365;9000;13;32;95402;761
315;551;2260;10000;15;43;114550;893
683;1013;4880;12000;11;37;189355;1433
397;225;1508;8000;6;25;76838;623
492;502;2470;12000;13;43;184131;1392
356;507;1716;9000;11;29;91399;731
978;441;3720;6000;4;19;51981;437
792;513;1806;5000;9;20;44554;384
1093;1842;6447;7000;11;25;64692;539
238;104;740;1000;3;6;14395;146
397;261;1730;10000;7;33;112020;885
407;498;2464;9000;10;32;94939;752
992;1076;9244;29000;12;103;1677599;11511
569;996;3919;15000;15;50;512332;3677
329;244;1341;6000;6;22;50658;429
1037;722;3874;6000;7;26;53347;449
418;257;1813;10000;8;36;110293;873
938;375;3770;5000;4;22;44950;391
616;1239;4173;13000;15;41;281876;2084
327;417;1964;12000;10;36;198642;1489
1022;886;4330;9000;8;30;94276;756
253;203;1005;4000;6;15;36604;331
742;171;2767;8000;2;23;76235;626
425;346;1700;5000;7;23;45232;389
329;244;1341;6000;6;22;50658;429
465;537;2500;12000;12;38;182040;1370
420;472;1784;8000;11;30;78330;628
492;443;2670;13000;11;45;334061;2443
623;507;2515;6000;6;23;52566;443
920;1855;4644;9000;14;30;93925;755
631;503;2602;5000;7;23;45384;390
623;444;2410;10000;8;30;112985;885
373;250;1969;14000;9;40;434479;3137
545;561;2879;12000;12;41;183973;1387
610;496;2660;5000;6;23;45449;391
616;1239;4173;12000;15;41;189568;1431
491;634;3594;14000;15;61;443084;3185
264;223;1342;6000;6;22;51749;435
452;365;2145;9000;13;32;95009;753
1257;2132;7672;15000;12;48;531980;3815
613;1005;4055;10000;13;35;116204;908
371;727;2348;11000;13;37;143390;1112
281;145;1134;8000;6;30;78683;635
445;907;3197;16000;18;55;715136;5032
353;166;1380;8000;7;29;79919;645
579;858;2781;10000;13;40;114688;892
377;324;1535;5000;6;21;44391;387
386;834;3257;18000;20;55;1545456;10710
620;678;2502;5000;9;19;44859;385
635;483;2687;8000;8;34;77617;624
372;888;2796;13000;16;43;303431;2221
378;539;2183;10000;14;32;112754;882
471;321;1664;5000;7;17;44884;390
473;401;1947;6000;7;23;52884;444
418;359;2333;6000;6;22;52210;440
560;104;1692;3000;2;12;25852;246
565;247;719;4000;5;15;38768;343
616;347;2604;4000;4;21;38356;339
959;1382;4951;12000;11;37;186830;1417
493;192;2001;7000;4;28;64354;533
342;483;2094;12960;13;42;234393;1733
774;996;6569;18000;14;61;1563318;10775
371;525;2632;13000;15;44;335853;2452
612;963;4625;15000;16;50;511311;3673
1009;1097;4945;8000;8;31;75516;615
421;893;3073;12000;14;36;183553;1378
1086;1693;6939;10000;9;26;110985;868
344;554;1958;11000;13;41;139807;1081
536;545;3033;13000;15;45;333583;2443
536;423;2135;5000;6;21;45203;391
354;522;2092;10000;10;31;112863;884
621;704;3646;13000;12;42;278038;2045
597;1008;4659;15000;12;51;521914;3730
458;582;2527;11000;11;39;139655;1074
423;702;2842;14000;13;42;399989;2898
542;755;3454;14000;15;48;424712;3062
365;725;2184;7000;12;23;61540;509
429;622;2076;7000;10;23;64289;535
684;516;2350;4000;6;13;38603;342
389;368;1941;13000;12;48;314951;2296
395;182;1498;7000;4;23;62611;516
733;986;3312;4000;6;16;36933;324
530;737;3247;10000;11;34;115308;898
372;272;1546;8000;8;29;80888;652
609;345;2252;7000;5;22;65189;536
315;343;1281;9000;11;30;91886;731
450;250;2074;6000;5;27;51927;440
510;686;2982;9000;10;33;94989;757
390;471;2160;10000;11;31;112818;882
628;693;3139;8000;8;25;78332;630
1166;215;3884;4000;3;17;37629;335
473;560;2714;11000;11;36;141618;1086
1035;699;5194;11000;10;40;139649;1079
394;418;2027;10000;9;37;114142;892
432;324;1762;9000;9;29;94635;751
502;411;2089;11000;9;36;144844;1112
262;537;1676;11000;16;35;141555;1089
361;409;1958;8000;5;26;77387;630
515;835;3398;11000;13;36;138437;1073
365;229;1406;8000;8;30;80542;649
310;509;1995;8000;10;28;76293;609
347;204;1114;5000;5;18;44616;384
502;386;2386;13000;11;46;315100;2290
427;374;1993;10000;10;33;110336;867
985;725;3531;6000;7;19;53649;459
457;249;1872;5000;6;26;45253;384
465;473;3482;13000;11;58;336255;2446
984;0;1470;1000;0;4;16827;170
444;625;2592;11000;12;35;137741;1065
1153;744;4811;10000;8;28;109996;855
417;440;2163;9000;10;43;95864;761
1317;863;4907;9000;8;30;92059;734
782;486;3346;3000;4;16;26735;243
465;473;3180;13000;11;58;339221;2465
423;308;1672;7000;7;26;65415;537
463;387;2342;10000;8;35;111882;879
483;325;1949;5000;5;17;44778;392
602;754;3436;7000;8;28;63841;537
1228;1145;5426;13000;9;39;290800;2142
432;221;1655;8000;5;26;74487;605
421;285;1670;8000;9;28;76906;624
1166;722;4948;9000;7;34;92873;747
272;305;1738;10000;12;35;114084;894
356;621;2925;14000;15;46;416877;3009
386;513;2299;11000;11;40;139151;1079
629;902;3636;10000;12;33;116044;907
207;301;1301;14000;16;45;439908;3181
407;702;2756;9000;12;35;94494;748
492;833;3496;12000;13;42;196800;1474
465;589;4611;14000;15;49;434126;3125
544;1194;3547;13000;18;47;271755;2009
543;933;3085;9000;14;32;94517;756
621;1045;3862;9000;10;32;93526;747
427;303;1860;11000;9;37;139206;1068
588;376;2098;5000;6;20;45402;392
509;684;3509;19000;13;57;1601181;11034
524;270;1656;6000;5;21;52596;448
473;554;2424;10000;10;35;115491;897
370;303;1631;6000;7;22;52745;452
472;655;2802;13000;13;43;333308;2428
345;366;1661;9000;9;31;93743;749
402;348;2550;13000;13;53;316415;2296
373;251;1324;6000;6;22;50417;428
571;572;2228;6000;7;21;53782;453
271;105;488;1000;2;4;14464;146
1366;2060;8684;15000;13;46;523457;3753
483;243;1786;9000;7;30;95122;754
530;531;2912;12000;8;40;188321;1411
580;962;4127;13000;14;49;309812;2261
591;847;3749;13000;12;41;274729;2025
473;555;2628;11000;12;41;137114;1060
508;976;3312;18000;21;58;1571589;10878
596;389;2230;6000;6;23;52955;444
294;381;1408;9000;15;29;92168;730
420;379;1813;7000;6;24;65635;541
423;301;1592;7000;7;20;65256;539
620;824;3941;14000;11;45;412656;2971
481;682;3907;14980;17;51;486253;3472
945;562;4378;8000;7;29;81182;648
481;516;2645;14000;13;50;399597;2902
385;321;1879;10000;9;32;113020;883
1189;2229;8147;11000;13;35;135906;1046
372;301;1509;9000;10;30;94533;747
584;593;3313;11000;12;38;139337;1083
631;743;4169;12000;11;47;202335;1522
377;239;1747;7000;7;25;64073;527
296;251;1346;9000;7;27;93624;744
624;374;2218;5000;5;16;45040;386
671;475;2801;8000;5;33;77835;625
1223;860;4853;7000;8;20;63931;538
633;480;2884;8000;7;25;80713;646
214;146;634;3000;3;12;26231;252
538;684;5177;20000;18;85;1671638;11501
419;275;2048;10000;12;47;113422;886
421;526;2365;12000;14;40;176801;1329
489;516;2810;14000;12;54;424212;3059
492;691;3787;16000;15;57;758874;5322
383;323;1731;7000;7;24;63784;526
469;428;2412;10000;12;40;115028;896
481;644;2673;11000;15;38;139835;1071
553;793;3300;11000;12;34;140516;1095
581;681;3444;14000;12;48;423658;3053
501;401;2126;7000;6;26;66067;544
653;889;2981;6000;6;18;52137;444
573;492;2934;11000;7;35;146444;1123
430;354;1831;13000;9;42;296293;2169
444;419;2491;10000;8;37;113471;888
370;281;1759;7000;6;23;63579;528
420;445;2540;13000;13;46;322238;2340
416;299;1451;9000;10;29;93486;739
1071;500;3110;3000;4;15;26931;244
550;994;3915;11000;16;53;149358;1137
1044;725;4163;12000;9;36;194993;1476
363;120;749;2000;4;9;20615;199
623;290;2122;6000;6;22;53350;451
499;936;3384;17980;22;61;1539995;10700
573;374;2737;3000;3;14;26604;244
336;213;1763;11000;8;38;137748;1067
578;999;3882;14000;15;42;409236;2960
256;239;1145;5000;6;17;45417;388
507;740;2725;6000;7;20;54055;463
983;629;3711;8000;6;27;80805;644
586;358;1873;4000;4;12;39243;345
453;663;3138;12000;17;48;188747;1422
594;393;2007;5000;6;18;45450;393
203;244;960;6000;8;27;53766;463
401;779;3030;13000;13;43;339080;2461
1688;1204;7213;6000;5;23;52376;442
371;559;2493;15000;23;51;518560;3722
430;795;3678;21000;25;71;1669462;11510
159;102;525;5000;6;18;44056;382
471;884;3317;11000;14;43;138681;1076
496;893;3242;10980;13;48;125016;971
252;368;1160;4000;8;15;37285;335
424;776;3095;13000;14;42;337564;2452
368;146;1167;5000;6;19;43793;381
381;592;2521;14000;16;46;428499;3093
494;737;3171;10000;11;34;115285;898
612;1004;3461;10000;11;31;115846;901
389;475;1787;7000;7;26;63641;523
386;347;1759;7000;7;26;63250;522
491;441;2631;9000;8;31;95857;758
971;818;3929;9000;8;31;94599;762
524;238;2164;11000;7;44;142779;1095
1749;1030;5260;7000;7;23;63420;539
351;250;1313;8000;8;26;80011;646
593;910;3952;13000;15;45;309229;2264
373;565;2442;14000;13;51;418188;3022
1284;610;5052;8000;5;32;77523;624
622;388;2458;9000;6;30;96287;755
1245;1008;5653;9000;7;30;91483;732
1163;1787;5869;5000;7;18;44864;388
263;334;1535;11000;11;36;139821;1080
373;491;2029;11000;12;38;137616;1068
367;239;1626;4000;4;17;36667;320
633;762;3819;11000;11;41;139593;1083
619;636;3394;10000;11;35;116022;903
456;318;2077;7000;6;29;64666;536
1005;1128;5700;12000;12;45;192145;1449
530;347;1616;3000;3;13;26484;251
789;1002;4893;11000;11;31;137829;1088
286;348;1564;14000;15;46;439261;3177
384;306;1606;10000;11;39;114597;897
593;728;3519;7000;10;29;63606;538
579;1187;5284;19000;22;66;1671553;11493
885;297;5214;8000;4;29;76762;624
1012;753;4133;7000;6;22;63696;527
584;267;2566;3000;3;12;26098;243
388;324;1706;7000;8;22;63328;523
405;631;2488;10000;13;36;116007;901
668;899;3433;13000;11;41;265784;1960
442;847;3129;12000;16;47;191946;1437
369;623;2218;11000;15;39;141361;1095
419;492;2317;12000;15;42;181522;1365
387;273;1417;9000;8;25;93219;741
1309;709;4929;10000;7;32;108844;849
399;411;1783;4000;7;15;38715;339
388;324;1706;7000;8;22;63328;523
629;291;2110;7000;8;22;65662;540
632;622;3015;9000;11;32;94483;753
983;866;4468;9000;11;39;93408;751
989;917;6005;15000;15;63;524156;3764
387;285;1930;9000;7;34;96927;770
315;250;1136;5000;9;24;44498;378
467;637;2776;11960;13;38;170507;1284
583;878;3509;10000;12;32;116425;907
202;435;1329;7000;12;23;64493;530
388;268;1218;9000;10;28;92372;732
553;112;1079;3000;2;12;25799;250
372;277;1547;7000;8;28;62384;517
632;829;3846;9000;11;33;94687;760
491;652;3005;14000;15;52;419239;3018
493;613;3810;15000;15;62;522621;3733
985;693;5493;12000;11;46;197219;1485
672;248;2551;8000;4;30;75370;613
501;326;2083;6000;5;22;52515;444
395;365;2289;11000;10;40;134507;1044
613;1139;4118;12000;15;38;181897;1378
358;305;1397;4000;5;15;38645;341
386;618;2067;7000;13;26;62776;521
925;1142;7017;17000;14;61;1141675;8037
313;195;1221;7000;8;24;64920;537
468;331;2001;4000;1;16;38892;336
579;580;2462;9000;10;29;94382;755
766;967;5131;17000;12;49;1086754;7616
507;339;2118;5000;5;20;45253;392
304;176;1119;7980;7;28;70661;575
635;370;2455;7000;7;25;65445;536
276;248;1650;13000;10;44;290539;2118
470;399;2033;5000;6;20;45352;391
603;741;2974;5000;4;21;44697;392
575;653;3451;9000;8;31;94058;751
556;324;2321;6000;5;20;52753;444
323;155;1467;10000;7;40;114645;905
627;452;2908;5000;5;23;45122;392
339;270;1614;8000;10;30;78417;633
476;396;2186;10000;9;41;114438;892
1194;680;5297;11000;8;35;138247;1068
599;684;2670;9000;10;32;95018;755
632;175;672;1000;1;4;14703;149
262;324;1764;11000;11;38;134698;1052
1168;2718;8197;13000;14;40;317255;2325
488;663;2561;11000;14;35;139830;1078
343;465;1912;9000;11;32;92459;742
545;760;2365;9000;10;31;95104;761
430;554;2631;12000;12;38;188372;1418
1231;1840;6841;9000;13;30;96072;762
390;513;2495;14000;15;41;412630;2989
297;515;1620;10000;14;32;117167;919
594;456;2400;7000;7;20;64246;534
494;394;2579;12000;11;41;195103;1466
548;798;3266;16000;17;56;744145;5236
580;437;2369;5000;5;21;45606;394
468;432;2398;15000;10;47;529896;3784
241;124;1221;4000;3;16;36604;330
389;618;2067;7000;13;26;63366;524
632;175;672;1000;1;4;14703;149
437;225;1456;6000;6;25;51927;441
432;824;2660;11000;14;38;139316;1075
1210;886;4799;8000;9;27;76120;635
380;501;2028;11000;11;36;151359;1165
551;693;3851;11000;12;44;142893;1103
398;932;1526;7000;13;27;63685;529
321;555;1847;8000;12;28;76421;613
403;383;1709;12000;11;38;183643;1391
432;293;1556;4000;5;15;37779;325
778;2049;3800;5000;10;20;43863;381
417;377;1980;10000;10;38;111460;876
623;460;2722;6000;7;20;54093;458
574;669;3231;12000;12;41;194402;1466
523;816;2725;12000;13;49;184524;1389
495;422;2330;9000;8;30;95226;752
450;528;3106;14000;12;48;421893;3038
561;604;3753;16000;10;50;797060;5594
491;761;3406;12000;16;46;201997;1511
1893;1092;7215;7000;5;22;63357;532
572;422;2936;11000;7;37;140415;1073
395;707;2606;12000;17;42;199115;1505
374;759;2532;16000;20;51;810604;5701
427;536;2103;6000;7;24;54333;449
434;240;1785;9980;8;31;103914;814
434;703;3438;15000;16;58;518010;3698
608;452;1995;4000;5;18;38331;337
1111;1103;6705;9000;7;31;94866;756
426;415;1495;7000;10;24;64117;531
522;535;2235;8000;9;28;80277;643
228;160;882;4000;4;15;37412;338
888;1226;5341;11000;12;46;140568;1077
603;766;3129;10000;12;36;115189;896
554;807;3256;8000;11;25;75959;613
1327;907;5654;8000;7;31;76746;626
423;534;2421;11000;10;36;143952;1107
508;264;1748;4000;4;14;37768;329
845;1219;6863;21000;16;70;1693724;11641
444;352;1667;7000;9;24;64828;534
399;854;2982;12000;16;40;192876;1448
489;717;4525;20000;17;77;1669052;11500
361;246;1633;11000;6;37;137706;1065
1163;784;4817;6000;8;22;52159;445
420;730;2611;12000;12;40;189973;1426
489;508;3404;14000;14;54;434450;3131
391;477;2376;13000;12;42;316740;2301
1036;1812;6513;11000;13;36;138264;1066
633;449;2875;12000;9;40;194843;1466
552;700;2154;6000;9;22;53067;453
1079;452;3433;4000;4;16;38630;342
352;551;2346;12000;14;41;181591;1361
549;418;1977;3000;4;14;27073;251
294;371;1829;14000;9;44;438364;3168
581;554;3003;7000;6;23;63701;526
402;548;2669;8000;7;32;79143;636
1313;827;5132;11000;7;33;137115;1061
577;918;3336;7000;12;32;63625;535
595;714;3174;13000;12;39;271455;2011
411;431;1668;6000;7;17;53811;454
1213;924;4775;10000;12;33;110208;857
928;1160;4033;6000;8;23;53528;452
419;781;2822;12000;13;45;188078;1410
436;412;2029;7980;9;27;69893;578
361;391;1602;8000;8;25;80359;648
368;703;2017;10000;13;30;111031;872
560;1829;4946;21000;37;75;1707698;11747
486;242;1629;6000;5;20;50507;434
473;895;3305;13000;18;48;282973;2088
319;269;1403;6000;8;19;53598;460
477;552;2633;16000;13;53;767420;5380
622;485;2906;8000;5;25;79996;639
534;603;2247;8000;10;31;79291;638
467;637;3301;13000;17;56;291097;2148
561;966;3727;10000;11;36;114749;898
445;583;2837;9000;10;37;93251;744
1278;997;5426;9000;8;27;92520;741
608;339;2180;6000;6;21;52860;445
346;286;2864;24000;9;72;1573755;10795
389;168;1616;7000;5;29;62502;517
585;490;2694;9000;8;34;95842;759
889;1166;5881;17000;16;61;1153892;8134
230;338;1114;6960;7;24;64871;534
437;375;1967;8000;8;26;77050;625
414;135;2096;4000;3;18;35655;321
571;860;3891;16000;18;57;738998;5196
528;737;2924;11000;14;42;144015;1109
173;100;593;7000;7;22;64387;532
425;295;1815;8000;6;27;76053;618
469;285;1973;11000;8;36;144646;1112
1110;547;3010;8000;6;27;80155;641
479;345;1692;7000;7;27;65856;545
621;742;3604;12000;14;38;200161;1500
622;485;2906;7000;5;25;63614;521
682;925;3904;13000;13;41;272005;2004
493;539;2989;15000;12;52;529138;3778
264;138;909;4000;5;16;36298;329
633;435;2497;6000;5;22;51983;435
635;259;2178;6000;5;22;53038;447
450;497;2950;10000;11;39;117527;913
426;599;2447;11000;13;35;141676;1093
830;889;4729;12000;14;46;195305;1471
471;633;2669;12000;13;36;181608;1374
480;713;2060;7000;11;24;64321;537
635;1011;4145;13000;15;41;286017;2110
583;844;3462;13000;15;43;321555;2348
372;361;2162;9000;10;30;95226;756
314;198;1565;10000;7;35;115346;911
418;339;1971;11000;8;34;142098;1096
367;394;1982;8000;7;26;77249;630
527;331;2603;7000;7;28;64124;534
571;752;3495;19000;26;69;1683064;11586
635;1011;4145;13000;15;41;286017;2110
383;385;2192;12000;11;51;194100;1456
1775;1893;12480;17000;9;56;1135113;8002
382;470;2201;16000;20;50;760569;5368
416;309;1856;10000;7;32;112651;885
1896;844;6330;5000;5;16;44584;384
624;741;2711;4000;6;15;36805;323
976;2328;7285;13000;15;34;306639;2253
424;676;2359;12980;17;41;232192;1715
385;598;2173;12000;14;39;188049;1414
410;490;2079;11000;16;39;138941;1066
518;264;2460;11000;6;30;148127;1162
362;252;2151;11000;7;36;150653;1165
973;1233;7189;13000;13;52;309653;2267
552;851;3461;14000;12;39;424831;3070
707;319;2435;5000;4;21;44865;390
581;315;2522;8000;6;28;76967;627
492;585;3375;12000;14;48;199132;1490
419;217;1880;13000;7;41;280776;2055
581;248;2480;9000;6;28;95234;754
622;294;2385;9000;8;30;95849;756
491;618;3056;15000;15;50;518073;3712
593;778;2934;12000;14;41;185831;1398
407;253;2234;18000;9;61;1469530;10136
426;656;3254;14000;17;49;425955;3065
367;196;1046;3980;4;16;37705;337
319;492;2117;11000;18;37;143820;1095
584;334;2296;5000;5;17;45342;394
945;607;3980;7000;6;24;64106;527
483;559;3294;13000;13;50;345075;2508
620;832;3445;14000;13;47;412388;2975
337;295;1754;9000;8;30;95561;762
390;867;2506;13000;19;38;292849;2141
1580;2071;8737;7000;7;21;63666;533
528;357;1874;5000;5;18;45378;394
490;494;2470;12000;11;41;186881;1406
381;602;2701;11000;12;37;141019;1089
633;1062;3376;8000;10;29;75803;613
621;382;2149;7000;8;28;64717;535
648;466;2408;7000;6;25;64153;525
762;1024;4588;14000;13;42;413521;2984
490;401;2625;14980;14;51;487959;3503
1221;770;4569;8000;7;30;77934;630
481;780;2968;8000;11;30;75863;616
376;482;2147;6000;7;21;53040;446
748;751;3277;8000;10;28;77338;623
612;1155;4612;11000;14;37;140555;1082
618;831;3799;18000;17;55;1573842;10875
226;353;1399;14000;16;44;440369;3184
736;926;4602;11000;8;37;141436;1090
455;399;2135;10000;11;34;114363;893
1299;779;4142;6000;7;24;52812;444
306;318;1344;10000;9;33;118270;926
388;264;1533;7000;6;23;63153;523
467;269;2033;7000;5;23;65931;543
1041;885;3649;7000;8;25;65142;541
385;551;2444;10000;13;32;112214;875
