256	256
40
7.6915761896892585	52.687183009298394	45.21570512820513	52.687183009298394	0	7
7.6915761896892585	52.687183009298394	7.6915761896892585	127.8984398782344	7	0
199.81571098162667	52.687183009298394	199.81571098162667	94.94281898492183	0	2
115.40091818330875	127.8984398782344	115.40091818330875	150.58142523364486	1	3
242.26208777584924	150.73964736450353	242.26208777584924	186.31338592628785	0	7
45.21570512820513	52.687183009298394	142.07069846802526	52.687183009298394	0	1
142.07069846802526	52.687183009298394	199.81571098162667	52.687183009298394	0	2
171.9704061494514	94.94281898492183	199.81571098162667	94.94281898492183	2	4
194.94383416017007	150.73964736450353	199.8314102892091	150.73964736450353	4	6
45.21570512820513	52.687183009298394	45.21570512820513	127.8984398782344	1	7
142.07069846802526	52.687183009298394	142.07069846802526	94.94281898492183	2	1
171.9704061494514	94.94281898492183	171.9741047577193	130.51765259368355	4	4
194.94383416017007	150.73964736450353	194.94383416017007	160.57433679161088	6	6
199.81571098162667	94.94281898492183	199.81571098162667	130.51765259368355	0	4
199.81571098162667	130.51765259368355	199.8314102892091	150.73964736450353	0	4
199.8314102892091	160.57433679161088	199.8314102892091	186.31338592628785	7	2
45.21570512820513	127.8984398782344	115.40091818330875	127.8984398782344	1	3
194.94383416017007	160.57433679161088	199.8314102892091	160.57433679161088	6	2
141.11705193620577	186.31338592628785	199.8314102892091	186.31338592628785	8	0
199.8314102892091	186.31338592628785	242.26208777584924	186.31338592628785	7	0
115.40091818330875	186.31338592628785	141.11705193620577	186.31338592628785	6	0
171.9741047577193	160.57433679161088	194.94383416017007	160.57433679161088	6	8
7.6915761896892585	186.31338592628785	115.40091818330875	186.31338592628785	3	0
142.07069846802526	94.94281898492183	171.9704061494514	94.94281898492183	1	4
7.6915761896892585	127.8984398782344	45.21570512820513	127.8984398782344	7	3
141.11705193620577	130.51765259368355	171.9741047577193	130.51765259368355	4	2
171.9741047577193	150.73964736450353	194.94383416017007	150.73964736450353	4	6
115.40091818330875	150.58142523364486	141.11705193620577	150.58142523364486	1	6
141.11705193620577	150.58142523364486	141.11705193620577	160.57433679161088	2	6
141.11705193620577	160.57433679161088	171.9741047577193	160.57433679161088	2	8
142.07069846802526	94.94281898492183	141.11705193620577	130.51765259368355	4	1
7.6915761896892585	127.8984398782344	7.6915761896892585	186.31338592628785	3	0
141.11705193620577	130.51765259368355	141.11705193620577	150.58142523364486	2	1
171.9741047577193	150.73964736450353	171.9741047577193	160.57433679161088	6	2
115.40091818330875	150.58142523364486	115.40091818330875	186.31338592628785	6	3
141.11705193620577	160.57433679161088	141.11705193620577	186.31338592628785	8	6
171.9741047577193	130.51765259368355	199.81571098162667	130.51765259368355	4	4
199.8314102892091	150.73964736450353	242.26208777584924	150.73964736450353	0	7
171.9741047577193	130.51765259368355	171.9741047577193	150.73964736450353	4	2
199.8314102892091	150.73964736450353	199.8314102892091	160.57433679161088	7	6
